,Date,OBV
0,2017-01-05,46.540000915527344
1,2017-01-10,48.09999847412109
2,2017-01-12,48.52000045776367
3,2017-01-17,48.31999969482422
4,2017-01-26,48.16999816894531
5,2017-01-30,47.66999816894531
6,2017-02-02,48.900001525878906
7,2017-02-06,49.27000045776367
8,2017-02-10,50.36000061035156
9,2017-02-14,50.38999938964844
10,2017-02-16,50.84000015258789
11,2017-02-21,51.34999847412109
12,2017-02-27,51.65999984741211
13,2017-03-02,51.380001068115234
14,2017-03-06,51.25
15,2017-03-14,52.209999084472656
16,2017-03-16,53.04999923706055
17,2017-03-20,53.150001525878906
18,2017-03-24,53.08000183105469
19,2017-03-29,53.119998931884766
20,2017-03-31,52.869998931884766
21,2017-04-04,52.619998931884766
22,2017-04-07,52.84000015258789
23,2017-04-12,52.54999923706055
24,2017-04-18,53.02999877929688
25,2017-04-28,55.04999923706055
26,2017-05-05,56.63999938964844
27,2017-05-10,56.27000045776367
28,2017-05-17,55.77000045776367
29,2017-05-22,56.08000183105469
30,2017-05-31,60.34000015258789
31,2017-06-05,60.400001525878906
32,2017-06-08,60.150001525878906
33,2017-06-15,59.209999084472656
34,2017-06-20,60.33000183105469
35,2017-06-23,59.77000045776367
36,2017-06-29,58.79999923706055
37,2017-07-03,59.130001068115234
38,2017-07-06,59.220001220703125
39,2017-07-11,59.79999923706055
40,2017-07-18,61.209999084472656
41,2017-07-20,60.97999954223633
42,2017-07-25,60.540000915527344
43,2017-07-31,59.790000915527344
44,2017-08-04,60.130001068115234
45,2017-08-08,60.13999938964844
46,2017-08-15,59.380001068115234
47,2017-08-17,60.86000061035156
48,2017-08-23,62.77000045776367
49,2017-09-01,64.37999725341797
50,2017-09-08,65.0199966430664
51,2017-09-13,65.44000244140625
52,2017-09-20,66.08999633789062
53,2017-09-28,63.97999954223633
54,2017-10-05,65.69999694824219
55,2017-10-13,66.98999786376953
56,2017-10-23,67.0199966430664
57,2017-10-30,67.48999786376953
58,2017-11-01,68.0199966430664
59,2017-11-06,68.22000122070312
60,2017-11-08,68.11000061035156
61,2017-11-15,67.30999755859375
62,2017-11-21,69.91000366210938
63,2017-11-27,69.30999755859375
64,2017-11-29,68.69000244140625
65,2017-12-01,68.69000244140625
66,2017-12-11,67.0
67,2017-12-13,66.68000030517578
68,2017-12-20,67.4000015258789
69,2017-12-22,67.3499984741211
70,2017-12-29,66.97000122070312
71,2018-01-04,68.80000305175781
72,2018-01-10,70.79000091552734
73,2018-01-16,71.2300033569336
74,2018-01-23,73.44000244140625
75,2018-01-29,74.52999877929688
76,2018-02-01,72.83000183105469
77,2018-02-07,68.05999755859375
78,2018-02-13,68.33999633789062
79,2018-02-16,71.97000122070312
80,2018-02-22,70.68000030517578
81,2018-02-26,70.58000183105469
82,2018-03-12,70.70999908447266
83,2018-03-16,69.9000015258789
84,2018-03-21,69.4000015258789
85,2018-03-27,67.0
86,2018-04-02,64.43000030517578
87,2018-04-06,63.650001525878906
88,2018-04-11,66.08000183105469
89,2018-04-19,67.97000122070312
90,2018-04-24,66.63999938964844
91,2018-04-27,66.27999877929688
92,2018-05-02,65.91000366210938
93,2018-05-08,67.37000274658203
94,2018-05-14,69.20999908447266
95,2018-05-22,64.83999633789062
96,2018-05-31,61.91999816894531
97,2018-06-13,66.26000213623047
98,2018-06-15,66.12999725341797
99,2018-06-22,62.790000915527344
100,2018-06-27,61.13999938964844
101,2018-07-02,61.470001220703125
102,2018-07-11,62.86000061035156
103,2018-07-13,63.380001068115234
104,2018-07-18,62.9900016784668
105,2018-07-20,63.84999847412109
106,2018-07-27,65.75
107,2018-08-01,64.9800033569336
108,2018-08-08,67.37999725341797
109,2018-08-15,64.7300033569336
110,2018-08-17,64.66000366210938
111,2018-09-04,67.2699966430664
112,2018-09-11,67.62000274658203
113,2018-09-14,68.8499984741211
114,2018-09-18,68.93000030517578
115,2018-09-21,70.72000122070312
116,2018-09-26,70.33000183105469
117,2018-09-28,70.54000091552734
118,2018-10-04,70.66000366210938
119,2018-10-15,65.62999725341797
120,2018-10-17,67.19999694824219
121,2018-10-29,62.08000183105469
122,2018-11-05,65.91000366210938
123,2018-11-08,67.79000091552734
124,2018-11-19,62.61000061035156
125,2018-12-04,72.91000366210938
126,2018-12-13,71.13999938964844
127,2018-12-19,66.83000183105469
128,2018-12-28,65.95999908447266
129,2019-01-02,65.69000244140625
130,2019-01-14,69.75
131,2019-01-16,70.02999877929688
132,2019-01-22,71.31999969482422
133,2019-01-28,73.2699966430664
134,2019-02-01,76.04000091552734
135,2019-02-06,76.30000305175781
136,2019-02-14,77.0199966430664
137,2019-02-19,77.5199966430664
138,2019-02-21,77.88999938964844
139,2019-02-26,78.55000305175781
140,2019-03-04,80.12999725341797
141,2019-03-18,80.97000122070312
142,2019-03-20,80.91999816894531
143,2019-03-22,78.98999786376953
144,2019-03-27,79.0
145,2019-04-02,81.13999938964844
146,2019-04-04,80.83000183105469
147,2019-04-09,81.41999816894531
148,2019-04-11,81.08000183105469
149,2019-04-22,75.56999969482422
150,2019-04-29,77.33000183105469
151,2019-05-01,77.47000122070312
152,2019-05-07,76.66999816894531
153,2019-05-13,73.83999633789062
154,2019-05-15,67.63999938964844
155,2019-05-17,69.11000061035156
156,2019-05-28,67.08000183105469
157,2019-05-30,66.88999938964844
158,2019-06-03,66.98999786376953
159,2019-06-11,70.08999633789062
160,2019-06-14,69.97000122070312
161,2019-06-24,73.13999938964844
162,2019-07-02,75.61000061035156
163,2019-07-05,75.75
164,2019-07-19,68.69999694824219
165,2019-07-24,69.58000183105469
166,2019-07-26,69.5
167,2019-07-30,70.1500015258789
168,2019-08-09,68.63999938964844
169,2019-08-14,65.58999633789062
170,2019-08-20,71.12000274658203
171,2019-08-22,71.73999786376953
172,2019-08-27,69.4800033569336
173,2019-09-03,70.41000366210938
174,2019-09-09,74.18000030517578
175,2019-09-16,77.1500015258789
176,2019-09-20,77.97000122070312
177,2019-09-24,75.97000122070312
178,2019-09-27,76.38999938964844
179,2019-10-01,74.83999633789062
180,2019-10-07,75.0999984741211
181,2019-10-14,75.18000030517578
182,2019-10-16,75.2699966430664
183,2019-10-22,74.69000244140625
184,2019-10-30,76.12000274658203
185,2019-11-04,76.73999786376953
186,2019-11-14,76.76000213623047
187,2019-11-18,77.94000244140625
188,2019-11-20,78.5199966430664
189,2019-11-29,80.7699966430664
190,2019-12-09,81.62000274658203
191,2019-12-13,83.70999908447266
192,2019-12-17,83.94999694824219
193,2019-12-27,85.41999816894531
194,2020-01-03,84.56999969482422
195,2020-01-13,87.45999908447266
196,2020-01-21,89.61000061035156
197,2020-01-23,89.06999969482422
198,2020-01-30,84.37999725341797
199,2020-02-06,84.81999969482422
200,2020-02-18,84.79000091552734
201,2020-02-20,84.33999633789062
202,2020-02-24,80.5
203,2020-02-27,77.43000030517578
204,2020-03-03,80.31999969482422
205,2020-03-05,80.45999908447266
206,2020-03-11,68.83999633789062
207,2020-03-16,64.12999725341797
208,2020-03-18,68.87000274658203
209,2020-03-23,63.369998931884766
210,2020-03-27,70.91000366210938
211,2020-03-31,71.62000274658203
212,2020-04-03,70.41999816894531
213,2020-04-07,74.02999877929688
214,2020-04-13,76.20999908447266
215,2020-04-15,77.05000305175781
216,2020-04-20,77.37000274658203
217,2020-04-23,75.08999633789062
218,2020-04-28,75.44999694824219
219,2020-04-30,76.66000366210938
220,2020-05-12,79.8499984741211
221,2020-05-15,81.58999633789062
222,2020-05-19,81.97000122070312
223,2020-06-05,90.37999725341795
224,2020-06-11,85.02999877929688
225,2020-06-22,88.52999877929688
226,2020-06-24,86.55999755859375
227,2020-06-26,85.9000015258789
228,2020-07-01,88.11000061035156
229,2020-07-07,89.20999908447266
230,2020-07-10,89.41999816894531
231,2020-07-16,92.86000061035156
232,2020-07-24,94.80999755859376
233,2020-07-28,95.3000030517578
234,2020-07-30,95.93000030517578
235,2020-08-04,97.52999877929688
236,2020-08-06,97.4499969482422
237,2020-08-10,97.13999938964844
238,2020-08-14,97.37000274658205
239,2020-08-20,97.77999877929688
240,2020-08-24,97.5999984741211
241,2020-08-27,99.0199966430664
242,2020-09-03,99.63999938964844
243,2020-09-16,99.91999816894533
244,2020-09-23,96.91000366210938
245,2020-10-02,100.01000213623048
246,2020-10-06,101.62999725341795
247,2020-10-12,105.43000030517578
248,2020-10-19,105.48999786376952
249,2020-10-21,104.83000183105467
250,2020-10-23,106.16999816894533
251,2020-10-28,101.66000366210938
252,2020-11-09,112.5
253,2020-11-17,109.86000061035156
254,2020-11-25,114.3499984741211
255,2020-12-01,115.36000061035156
256,2020-12-07,114.4000015258789
257,2020-12-09,116.4000015258789
258,2020-12-11,118.4800033569336
259,2020-12-16,117.23999786376952
260,2020-12-21,117.77999877929688
261,2020-12-29,117.2300033569336
262,2021-01-12,126.97000122070312
263,2021-01-14,126.02999877929688
264,2021-01-21,127.0
265,2021-01-29,120.16999816894533
266,2021-02-03,122.1500015258789
267,2021-02-05,123.18000030517578
268,2021-02-09,123.23999786376952
269,2021-02-16,127.9499969482422
270,2021-02-18,127.68000030517578
271,2021-02-25,122.0999984741211
272,2021-03-02,123.63999938964844
273,2021-03-08,116.08000183105467
274,2021-03-12,121.44000244140624
275,2021-03-16,123.0
276,2021-03-23,121.9800033569336
277,2021-03-29,125.41999816894533
278,2021-04-07,129.33999633789062
279,2021-04-12,131.27000427246094
280,2021-04-14,131.97000122070312
281,2021-04-19,133.5
282,2021-04-27,136.47999572753906
283,2021-05-06,132.39999389648438
284,2021-05-10,131.8699951171875
285,2021-05-17,130.11000061035156
286,2021-05-25,133.22999572753906
287,2021-06-01,137.1999969482422
288,2021-06-07,137.64999389648438
289,2021-06-16,143.58999633789062
290,2021-06-18,145.00999450683594
291,2021-06-24,146.6699981689453
292,2021-06-30,147.80999755859375
293,2021-07-08,148.8300018310547
294,2021-07-12,149.50999450683594
295,2021-07-16,148.92999267578125
296,2021-07-21,148.9499969482422
297,2021-07-26,150.25
298,2021-08-02,153.07000732421875
299,2021-08-10,156.52000427246094
300,2021-08-17,160.91000366210938
301,2021-08-31,175.47000122070312
302,2021-09-07,177.72000122070312
303,2021-09-09,177.22999572753906
304,2021-09-16,173.27999877929688
305,2021-09-20,171.33999633789062
306,2021-09-24,172.39999389648438
307,2021-09-30,157.52999877929688
308,2021-10-08,152.47000122070312
309,2021-10-21,156.94000244140625
310,2021-10-26,158.19000244140625
311,2021-11-01,157.05999755859375
312,2021-11-04,157.64999389648438
313,2021-11-09,159.80999755859375
314,2021-11-15,157.77999877929688
315,2021-11-22,162.77999877929688
316,2021-11-30,150.89999389648438
317,2021-12-03,149.3300018310547
318,2021-12-09,154.61000061035156
319,2021-12-14,151.8800048828125
320,2021-12-16,150.8000030517578
321,2021-12-20,150.4199981689453
322,2021-12-31,159.64999389648438
323,2022-01-07,145.14999389648438
324,2022-01-13,145.1699981689453
325,2022-01-25,134.57000732421875
326,2022-02-03,141.7899932861328
327,2022-02-10,141.66000366210938
328,2022-02-16,135.14999389648438
329,2022-02-22,130.49000549316406
330,2022-02-28,130.36000061035156
331,2022-03-04,133.88999938964844
332,2022-03-11,130.30999755859375
333,2022-03-21,138.13999938964844
334,2022-03-23,134.17999267578125
335,2022-03-25,135.7100067138672
336,2022-03-30,135.4600067138672
337,2022-04-05,133.25999450683594
338,2022-04-08,134.8699951171875
339,2022-04-14,126.44000244140624
340,2022-04-21,125.29000091552734
341,2022-04-26,117.94000244140624
342,2022-04-29,119.2699966430664
343,2022-05-05,122.1500015258789
344,2022-05-11,113.98999786376952
345,2022-05-18,120.79000091552734
346,2022-05-24,124.41000366210938
347,2022-05-31,127.55999755859376
348,2022-06-03,128.49000549316406
349,2022-06-08,126.83999633789062
350,2022-06-16,114.95999908447266
351,2022-06-22,113.8000030517578
352,2022-06-27,120.56999969482422
353,2022-07-08,122.51000213623048
354,2022-07-12,119.23999786376952
355,2022-07-18,115.11000061035156
356,2022-07-22,125.04000091552734
357,2022-08-01,133.42999267578125
358,2022-08-04,133.77000427246094
359,2022-08-11,131.9499969482422
360,2022-08-16,132.77000427246094
361,2022-08-18,139.97000122070312
362,2022-08-26,129.8699951171875
363,2022-08-31,128.25
364,2022-09-02,128.00999450683594
365,2022-09-13,133.5399932861328
366,2022-09-20,128.13999938964844
367,2022-09-29,122.73999786376952
368,2022-10-06,132.17999267578125
369,2022-10-14,125.6999969482422
370,2022-10-19,128.9600067138672
371,2022-10-27,136.49000549316406
372,2022-10-31,138.35000610351562
373,2022-11-02,135.27000427246094
374,2022-11-09,137.0
375,2022-11-14,146.3800048828125
376,2022-11-16,147.1199951171875
377,2022-11-21,145.13999938964844
378,2022-11-23,155.35000610351562
379,2022-11-28,152.3000030517578
380,2022-12-02,155.6699981689453
381,2022-12-09,152.9499969482422
382,2022-12-14,154.80999755859375
383,2022-12-22,149.00999450683594
384,2022-12-28,148.08999633789062
385,2022-12-30,149.64999389648438
386,2023-01-06,147.6699981689453
387,2023-01-12,156.49000549316406
