fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,60482000000,82787000000,22305000000,8314000000,6891000000,13009000000,None,13991000000,855000000,-676000000,676000000,676000000,64700000000,None,None,982000000,6068000000,1307000000,676000000,4908000000,5454000000,6744000000,7726000000,4761000000
2022-09-30,USD,60097000000,80894000000,20797000000,8306000000,7462000000,11663000000,None,12491000000,513000000,-516000000,516000000,516000000,64491000000,None,None,828000000,6824000000,1562000000,516000000,5384000000,3906000000,7340000000,8168000000,5262000000
2022-06-30,USD,59225000000,80332000000,21107000000,8596000000,7132000000,11709000000,None,12511000000,295000000,-467000000,467000000,467000000,63896000000,None,None,802000000,6536000000,1466000000,467000000,5199000000,3366000000,7003000000,7805000000,5070000000
2022-03-31,USD,59473000000,80149000000,20676000000,8487000000,6950000000,11401000000,None,12189000000,367000000,-433000000,433000000,433000000,64070000000,None,None,788000000,6396000000,1369000000,433000000,5148000000,4385000000,6829000000,7617000000,5027000000
2021-12-31,USD,53700000000,73743000000,20043000000,8000000000,5541000000,11272000000,None,12043000000,813000000,-431000000,431000000,431000000,57547000000,None,None,771000000,4990000000,919000000,431000000,4191000000,3543000000,5421000000,6192000000,4071000000
2021-09-30,USD,53014000000,72337000000,19323000000,7802000000,5712000000,10725000000,None,11521000000,503000000,-422000000,422000000,422000000,56967000000,None,None,796000000,5185000000,1099000000,422000000,4191000000,3316000000,5607000000,6403000000,4086000000
2021-06-30,USD,52524000000,71321000000,18797000000,7660000000,5978000000,10359000000,None,11137000000,556000000,-410000000,410000000,410000000,56233000000,None,None,778000000,5462000000,1196000000,410000000,4372000000,5006000000,5872000000,6650000000,4266000000
2021-03-31,USD,51643000000,70196000000,18553000000,7572000000,6739000000,10223000000,None,10981000000,452000000,-397000000,397000000,397000000,55486000000,None,None,758000000,6226000000,1364000000,397000000,4978000000,3850000000,6623000000,7381000000,4862000000
2020-12-31,USD,45599000000,65467000000,19868000000,7622000000,3517000000,11514000000,None,12246000000,445000000,-401000000,401000000,401000000,50581000000,None,None,732000000,2976000000,764000000,401000000,2352000000,2892000000,3377000000,4109000000,2212000000
2020-09-30,USD,46287000000,65115000000,18828000000,7935000000,4651000000,10174000000,None,10893000000,351000000,-395000000,395000000,395000000,50863000000,None,None,719000000,4172000000,1000000000,395000000,3256000000,3228000000,4567000000,5286000000,3172000000
2020-06-30,USD,43919000000,62138000000,18219000000,7501000000,9241000000,10001000000,None,10718000000,341000000,-430000000,430000000,430000000,49394000000,None,None,717000000,8752000000,2115000000,430000000,6696000000,7447000000,9182000000,9899000000,6637000000
2020-03-31,USD,45996000000,64421000000,18425000000,7687000000,4996000000,10015000000,None,10738000000,365000000,-437000000,437000000,437000000,50640000000,None,None,723000000,4476000000,1094000000,437000000,3465000000,1600000000,4913000000,5636000000,3382000000
2019-12-31,USD,44371000000,60901000000,16530000000,6511000000,5095000000,9301000000,None,10019000000,433000000,-437000000,437000000,437000000,47625000000,None,None,718000000,4531000000,990000000,437000000,3668000000,3672000000,4968000000,5686000000,3541000000
2019-09-30,USD,44055000000,60351000000,16296000000,6627000000,5014000000,8960000000,None,9669000000,466000000,-449000000,449000000,449000000,47397000000,None,None,709000000,4474000000,936000000,449000000,3629000000,3102000000,4923000000,5632000000,3538000000
2019-06-30,USD,43928000000,60595000000,16667000000,7598000000,4744000000,8415000000,None,9069000000,582000000,-418000000,418000000,418000000,47164000000,None,None,654000000,4234000000,941000000,418000000,3385000000,3778000000,4652000000,5306000000,3293000000
2019-03-31,USD,43771000000,60308000000,16537000000,7381000000,4832000000,8517000000,None,9156000000,405000000,-400000000,None,400000000,47513000000,None,None,639000000,4342000000,875000000,400000000,3557000000,3869000000,4742000000,5381000000,3467000000
2018-12-31,USD,41452000000,58417000000,16965000000,7625000000,4497000000,8703000000,None,9340000000,341000000,-374000000,None,374000000,44932000000,None,None,637000000,3999000000,959000000,374000000,3164000000,3266000000,4373000000,5010000000,3040000000
2018-09-30,USD,40748000000,56556000000,15808000000,6718000000,4590000000,8479000000,None,9090000000,382000000,-353000000,None,353000000,44613000000,None,None,611000000,4141000000,953000000,353000000,3284000000,2882000000,4494000000,5105000000,3188000000
2018-06-30,USD,40631000000,56086000000,15455000000,6471000000,4204000000,8386000000,None,8984000000,355000000,-344000000,None,344000000,44458000000,None,None,598000000,3772000000,850000000,344000000,3010000000,1793000000,4116000000,4714000000,2922000000
2018-03-31,USD,39916000000,55188000000,15272000000,6184000000,4053000000,8506000000,None,9088000000,298000000,-329000000,None,329000000,44084000000,None,None,582000000,3636000000,800000000,329000000,2924000000,2528000000,3965000000,4547000000,2836000000
