fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-12-31,USD,518000000,5753000000,5235000000,None,5845000000,-5487000000,None,-5327000000,None,4293000000,5974000000,1681000000,2043000000,None,90000000,175000000,1096000000,171000000,1681000000,930000000,2018000000,2777000000,2952000000,925000000
2022-09-30,USD,2334000000,6333000000,3999000000,None,-925000000,3216000000,None,3259000000,None,3827000000,4728000000,901000000,2469000000,None,85000000,43000000,2293000000,481000000,901000000,1816000000,-327000000,3194000000,3237000000,1812000000
2022-06-30,USD,1919000000,5954000000,4035000000,None,-1268000000,3147000000,None,3187000000,None,3435000000,3825000000,390000000,2548000000,None,85000000,40000000,1945000000,414000000,390000000,1534000000,-1892000000,2335000000,2375000000,1531000000
2022-03-31,USD,2070000000,5684000000,3614000000,None,-1153000000,3133000000,None,3223000000,None,3173000000,3418000000,245000000,2396000000,None,85000000,132000000,1954000000,397000000,245000000,1558000000,-3438000000,2199000000,2331000000,1557000000
2021-12-31,USD,2379000000,5899000000,3520000000,None,-1075000000,3430000000,None,3454000000,None,3123000000,3355000000,232000000,2534000000,None,85000000,125000000,2132000000,459000000,232000000,1678000000,1522000000,2364000000,2489000000,1673000000
2021-09-30,USD,2982000000,6248000000,3266000000,None,-156000000,3097000000,None,3138000000,None,3171000000,3409000000,238000000,2693000000,None,85000000,41000000,2592000000,564000000,238000000,2034000000,1438000000,2830000000,2871000000,2028000000
2021-06-30,USD,2919000000,6136000000,3217000000,None,-139000000,3018000000,None,3058000000,None,3137000000,3382000000,245000000,2619000000,None,84000000,40000000,2533000000,551000000,245000000,1988000000,2875000000,2778000000,2818000000,1982000000
2021-03-31,USD,3927000000,6479000000,2552000000,None,847000000,3024000000,None,3080000000,None,3063000000,3341000000,278000000,2381000000,None,84000000,122000000,2887000000,607000000,278000000,2285000000,-137000000,3165000000,3287000000,2280000000
2020-12-31,USD,1694000000,5499000000,3805000000,None,-1437000000,3067000000,None,3131000000,None,3175000000,3479000000,304000000,2550000000,None,87000000,134000000,1914000000,395000000,304000000,1525000000,1229000000,2218000000,2352000000,1519000000
2020-09-30,USD,1509000000,5515000000,4006000000,None,-1411000000,2876000000,None,2920000000,None,3227000000,3573000000,346000000,2712000000,None,89000000,44000000,1927000000,347000000,346000000,1586000000,1394000000,2273000000,2317000000,1580000000
2020-06-30,USD,-763000000,4292000000,5055000000,None,-3630000000,2824000000,None,2867000000,None,3200000000,3672000000,472000000,2614000000,None,88000000,43000000,753000000,64000000,472000000,695000000,984000000,1225000000,1268000000,689000000
2020-03-31,USD,701000000,5010000000,4309000000,None,-2090000000,2782000000,None,2791000000,None,3223000000,4116000000,893000000,2525000000,None,87000000,129000000,1431000000,260000000,893000000,1179000000,3047000000,2324000000,2453000000,1171000000
2019-12-31,USD,1338000000,5134000000,3796000000,None,-1668000000,2994000000,None,3006000000,None,3207000000,4255000000,1048000000,2436000000,None,86000000,130000000,1840000000,354000000,1048000000,1493000000,1286000000,2888000000,3018000000,1486000000
2019-09-30,USD,2409000000,5920000000,3511000000,None,-405000000,2772000000,None,2814000000,None,3281000000,4437000000,1156000000,2614000000,None,85000000,42000000,2375000000,467000000,1156000000,1917000000,2079000000,3531000000,3573000000,1908000000
2019-06-30,USD,2304000000,5822000000,3518000000,None,-467000000,2729000000,None,2771000000,None,3305000000,4451000000,1146000000,2490000000,None,83000000,42000000,2270000000,449000000,1146000000,1828000000,2250000000,3416000000,3458000000,1821000000
2019-03-31,USD,2113000000,5577000000,3464000000,None,-589000000,2682000000,None,2702000000,None,3259000000,4351000000,1092000000,2291000000,None,80000000,120000000,2077000000,378000000,1092000000,1708000000,2248000000,3169000000,3289000000,1699000000
2018-12-31,USD,2181000000,5829000000,3648000000,1376000000,-6505000000,8766000000,None,8686000000,None,3303000000,4311000000,1008000000,2498000000,None,80000000,121000000,2147000000,291000000,1008000000,1862000000,2107000000,3155000000,3276000000,1856000000
2018-09-30,USD,2312000000,5699000000,3387000000,1215000000,1468000000,803000000,None,844000000,None,3251000000,4123000000,872000000,2418000000,None,77000000,41000000,2275000000,460000000,872000000,1822000000,1557000000,3147000000,3188000000,1815000000
2018-06-30,USD,2228000000,5640000000,3412000000,1078000000,1398000000,790000000,None,830000000,None,3197000000,3948000000,751000000,2414000000,None,75000000,40000000,2191000000,441000000,751000000,1758000000,1628000000,2942000000,2982000000,1750000000
2018-03-31,USD,2073000000,5469000000,3396000000,964000000,1278000000,760000000,None,795000000,None,3168000000,3791000000,623000000,2272000000,None,74000000,113000000,2037000000,362000000,623000000,1682000000,1186000000,2660000000,2773000000,1675000000
