fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1442000000,1904000000,462000000,462000000,427000000,407000000,565000000,1015000000,None,-15000000,None,15000000,None,0,45000000,43000000,427000000,128000000,15000000,299000000,365000000,442000000,485000000,299000000
2022-06-30,USD,1453000000,1767000000,314000000,314000000,441000000,401000000,572000000,1012000000,None,-14000000,None,14000000,None,-5000000,44000000,39000000,436000000,125000000,14000000,311000000,365000000,450000000,489000000,311000000
2022-03-31,USD,1406000000,1825000000,419000000,419000000,365000000,410000000,579000000,1041000000,None,-15000000,None,15000000,None,-9000000,42000000,52000000,356000000,131000000,15000000,225000000,367000000,371000000,423000000,225000000
2021-12-31,USD,1158000000,1789000000,631000000,631000000,102000000,456000000,539000000,1056000000,None,-14000000,None,14000000,None,-11000000,41000000,61000000,91000000,25000000,14000000,66000000,367000000,105000000,166000000,66000000
2021-09-30,USD,1332000000,1826000000,494000000,494000000,340000000,409000000,553000000,992000000,None,-15000000,None,15000000,None,-14000000,39000000,30000000,326000000,32000000,15000000,294000000,327000000,341000000,371000000,294000000
2021-06-30,USD,1236000000,1551000000,315000000,315000000,322000000,359000000,515000000,914000000,None,-14000000,None,14000000,None,-14000000,40000000,40000000,308000000,104000000,14000000,204000000,219000000,322000000,362000000,204000000
2021-03-31,USD,1027000000,1346000000,319000000,319000000,175000000,370000000,468000000,852000000,None,-12000000,None,12000000,None,-10000000,38000000,14000000,165000000,89000000,12000000,76000000,120000000,177000000,191000000,76000000
2020-12-31,USD,1072000000,1673000000,601000000,601000000,251000000,365000000,451000000,821000000,None,-11000000,None,11000000,None,-6000000,37000000,5000000,245000000,34000000,11000000,211000000,219000000,256000000,261000000,211000000
2020-09-30,USD,865000000,1151000000,286000000,286000000,149000000,289000000,421000000,716000000,None,-11000000,None,11000000,None,-10000000,32000000,6000000,139000000,-46000000,11000000,185000000,148000000,150000000,156000000,185000000
2020-06-30,USD,1171000000,1459000000,288000000,288000000,471000000,257000000,438000000,700000000,None,-11000000,None,11000000,None,-3000000,31000000,5000000,468000000,103000000,11000000,365000000,363000000,479000000,484000000,365000000
2020-03-31,USD,1118000000,1387000000,269000000,269000000,401000000,309000000,402000000,717000000,None,-12000000,13000000,12000000,None,13000000,31000000,6000000,414000000,-4000000,12000000,401000000,401000000,426000000,432000000,418000000
2019-12-31,USD,1085000000,1593000000,508000000,508000000,361000000,328000000,389000000,724000000,None,-10000000,13000000,10000000,None,13000000,29000000,5000000,374000000,28000000,10000000,346000000,323000000,384000000,389000000,346000000
2019-09-30,USD,943000000,1348000000,405000000,405000000,268000000,280000000,387000000,675000000,None,-11000000,16000000,11000000,None,16000000,30000000,6000000,284000000,-570000000,11000000,854000000,861000000,295000000,301000000,854000000
2019-06-30,USD,1022000000,1209000000,187000000,187000000,415000000,220000000,381000000,607000000,None,-11000000,21000000,11000000,None,21000000,30000000,5000000,436000000,-985000000,11000000,1421000000,1434000000,447000000,452000000,1421000000
2019-03-31,USD,962000000,1238000000,276000000,276000000,196000000,352000000,398000000,766000000,None,-78000000,-66000000,12000000,None,23000000,31000000,5000000,219000000,10000000,78000000,196000000,196000000,231000000,236000000,209000000
2018-12-31,USD,876000000,1289000000,413000000,413000000,242000000,293000000,334000000,634000000,None,11000000,22000000,11000000,None,23000000,30000000,6000000,265000000,3000000,-11000000,262000000,264000000,276000000,282000000,262000000
2018-09-30,USD,868000000,1286000000,418000000,418000000,258000000,263000000,339000000,610000000,None,11000000,22000000,11000000,None,18000000,30000000,6000000,276000000,21000000,-11000000,255000000,262000000,287000000,293000000,255000000
2018-06-30,USD,922000000,1137000000,215000000,215000000,300000000,254000000,362000000,622000000,None,11000000,22000000,11000000,None,19000000,30000000,6000000,319000000,26000000,-11000000,293000000,371000000,330000000,336000000,293000000
2018-03-31,USD,1349000000,1582000000,233000000,233000000,753000000,256000000,335000000,596000000,None,-76000000,None,76000000,None,1000000,31000000,5000000,754000000,147000000,76000000,753000000,575000000,830000000,835000000,607000000
2017-12-31,USD,659000000,1160000000,501000000,501000000,-21000000,350000000,329000000,680000000,None,10000000,None,-10000000,None,5000000,30000000,1000000,-16000000,170000000,-10000000,-186000000,-208000000,-26000000,-25000000,-186000000
